MIDAS,Lake,Towns,Area_ac,Perim_mi,D_Mean_ft,D_Max_ft,Volume_acft,DDrain_sqmi,TDrain_sqmi,Flushes_p_yr,Trop_Cat,Dam,Elev_ft,Major_Drainage,Sub_Drainage,HUC10_Name,HUC10_Code,USGS_Quad24,County,UTM_X,UTM_Y,Latitude,Longitude,WQ_Statement,Invasives,Fishery
4260,First Matagamon Lakes,"T6 R8 WELS, Trout Brook Twp",4868,61.300000000000004,23,95,80878.29629,154.513359,4.93,2.96,MESO,surface increased <50%,654,PENOBSCOT,MIDDLE E. BR. PENOBSCOT,Grand Lake Matagamon,102000202,Frost Pond,Penobscot,507188,5116115,46.17725336,-68.83378534,n/a,None known,Coldwater
4261,Otter Chain Pond #5,Milford,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531502,4976456,44.94083865,-68.60071572,n/a,None known,n/a
4262,Morrell Pond,"T6 R8 WELS, T7 R8 WELS",33,1,NA,NA,389.1456,0.857142,0.79,2.64,NA,NA,770,PENOBSCOT,MIDDLE E. BR. PENOBSCOT,Grand Lake Matagamon,102000202,Trout Brook Mtn,Penobscot,515228,5117975,46.21517787,-68.80256769,n/a,None known,n/a
4263,Otter Chain Pond #6,Milford,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531754,4976185,44.93839005,-68.5975367,n/a,None known,n/a
4264,Scraggly Lake,T7 R8 WELS,836,14.700000000000001,21,70,16408.47988,7.87644,9.94,0.65,MESO,no dam,723,PENOBSCOT,SEBOEIS RIVER,Seboeis River,102000204,Trout Brook Mtn,Penobscot,518902,5120607,46.2387759,-68.75483671,n/a,None known,Coldwater
4265,Otter Chain Pond #7,Milford,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531822,4976480,44.9410456,-68.59665452,n/a,None known,n/a
4266,Little Burnt Pond,Clifton,11,0.6,2,3,145.9296,0.447876,0.42,3.8000000000000003,EUTRO,no dam,378,UNION,LOWER UNION,Graham Lake,105000212,Chemo Pond,Penobscot,536560,4956557,44.76146692,-68.53804045,n/a,None known,Bait
4267,Otter Chain Pond #8,Milford,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531846,4977046,44.94613738,-68.59632073,n/a,None known,n/a
4268,Fitts Pond,"Clifton, Eddington",112,2.6,34,64,1045.8288,1.111968,1.36,1.48,OLIGO,no dam,318,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Chemo Pond,Penobscot,535194,4956787,44.76361249,-68.55528283,n/a,None known,Coldwater
4269,Otter Chain Pond #9,Milford,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,530243,4978075,44.95547011,-68.61657125,n/a,None known,n/a
4270,Otter Chain Pond #10,Milford,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531218,4977628,44.95139816,-68.60424548,n/a,None known,n/a
4271,Otter Chain Pond #11,Milford,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,532184,4977855,44.95340567,-68.5919882,n/a,None known,n/a
4272,Parks Pond,Clifton,154,2.6,19,28,2428.609857,1.509651,4.67,1.94,MESO,no dam,257,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Hopkins Pond,Penobscot,539658,4962392,44.81383369,-68.49845029,Above average,None known,Warmwater
4273,Otter Chain Pond #12,Milford,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,531951,4978492,44.95914675,-68.59489922,n/a,None known,n/a
4274,Holbrook Pond,"Eddington, Holden",347,7.9,18,28,4381.539483,5.741307,6.6000000000000005,1.76,MESO,no dam,197,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Chemo Pond,Penobscot,530177,4956348,44.75988514,-68.61871239,Below average,None known,Warmwater
4275,Otter Chain Pond #13,Milford,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,115,PENOBSCOT,LOWER MIDDLE PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Otter Chain Ponds,Penobscot,532125,4978318,44.95757738,-68.5927066,n/a,None known,n/a
4276,Eddington Pond,"Eddington, Holden",503,8.7,10,14,2959.536603,6.231654,13,4.7,MESO,no dam,198,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Chemo Pond,Penobscot,532188,4959270,44.78610096,-68.59311507,Average,None known,Warmwater
4278,Chemo Pond,"Bradley, Clifton, Eddington",1223,11.700000000000001,13,24,12470.32479,17.791488,38.9,3.23,MESO,no dam,126,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (4) at Veazie Dam,102000509,Chemo Pond,Penobscot,533819,4963457,44.82371484,-68.57221985,Below average,None known,Warmwater
4280,unnamed pond,Bucksport,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,Penobscot River (6),102000513,Bucksport,Hancock,519699,4940613,44.61859561,-68.75170015,n/a,None known,n/a
4282,Fields Pond,Orrington,518,10.1,13,31,1923.449414,4.610034,2.99,9.27,MESO,surface increased <50%,106,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Penobscot,520065,4953115,44.7311339,-68.7466034,Below average,None known,Warmwater
4284,Brewer Lake,"Bucksport, Holden, Orrington",958,9,26,48,23028.58591,6.29343,12,0.54,MESO,surface increased <50%,112,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Penobscot,521695,4950864,44.71082863,-68.72611245,Average,None known,Coldwater + Warmwater
4286,unnamed pond,Orrington,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,Penobscot River (6),102000513,Hampden,Penobscot,518789,4950691,44.70934997,-68.76279888,n/a,None known,n/a
4288,Burnt Pond,"Dedham, Otis, Clifton",319,4.8,22,27,5079.92612,2.030886,NA,0.71,MESO,no dam,328,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,537451,4954892,44.74643259,-68.52690241,n/a,None known,Coldwater
4290,Hatcase  Pond,"Dedham, Eddington",163,2.9,38,95,5517.53721,2.571426,NA,0.59,OLIGO,no dam,440,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,533670,4953781,44.73662371,-68.5747481,n/a,None known,Coldwater + Warmwater
4292,Mountainy Pond,Dedham,698,7.3,20,34,13929.09455,4.057911,8.76,0.72,OLIGO,no dam,267,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,536895,4951570,44.71655617,-68.53416863,Above average,None known,Coldwater + Warmwater
4294,Green Lake,"Dedham, Ellsworth",3132,27.8,44,170,106204.32,21.393801,59.2,0.52,OLIGO,surface increased <50%,160,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,540024,4943958,44.64786399,-68.49526726,Above average,None known,Coldwater + Warmwater
4296,Goose Pond,Dedham,194,4.8,17,32,2387.707817,1.710423,3.29,0.99,MESO,no dam,304,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,533469,4945510,44.66217382,-68.57782084,n/a,None known,Warmwater
4298,Mann Bog,Dedham,8,0.6,NA,NA,145.9296,0.27027,3.6,18.51,NA,NA,215,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,532993,4947061,44.67615808,-68.583724,n/a,None known,n/a
4300,Phillips Lake,Dedham,859,14.3,40,98,25943.04,6.660225,11.5,0.52,OLIGO,surface increased <50%,228,PENOBSCOT,LOWER PENOBSCOT,Graham Lake,105000212,Green Lake,Hancock,531428,4948946,44.69320129,-68.60335155,Above average,None known,Coldwater + Warmwater
4302,Hurd Pond,Dedham,36,1.2,10,21,326.6054431,1.451736,2.07,7.18,MESO,no dam,273,PENOBSCOT,LOWER PENOBSCOT,Graham Lake,105000212,Green Lake,Hancock,530203,4949205,44.69558256,-68.61880357,n/a,None known,Warmwater
4304,Mitchell Pond,Dedham,14,0.7000000000000001,NA,23,73.70644666,0.378378,0.29,6.33,MESO,no dam,590,PENOBSCOT,LOWER PENOBSCOT,Graham Lake,105000212,Brewer Lake,Hancock,529488,4945535,44.66257556,-68.62804166,n/a,None known,Bait
4306,Harriman Pond,Dedham,41,1.1,46,75,1868.416363,0.223938,0.25,0.18,OLIGO,no dam,550,UNION,LOWER UNION,Union River Bay,105000213,Brewer Lake,Hancock,529401,4943876,44.64764231,-68.62923426,n/a,None known,Coldwater
4308,Moulton Pond,"Bucksport, Dedham",49,1.3,23,35,949.5188312,0.478764,0.55,0.66,OLIGO,surface increased <50%,474,PENOBSCOT,LOWER PENOBSCOT,Graham Lake,105000212,Brewer Lake,Hancock,528492,4946481,44.67112848,-68.6405493,n/a,None known,Warmwater
4310,unnamed pond,Orland,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,Penobscot River (6),102000513,Brewer Lake,Hancock,526548,4941831,44.62934396,-68.66531438,n/a,None known,n/a
4311,Saulter Pond,Dedham,9,0.5,NA,NA,72.9648,0.362934,0.43,5.8500000000000005,NA,NA,255,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,528297,4947889,44.68380847,-68.64293156,n/a,None known,n/a
4312,Hanson Pond,Dedham,5,0.6,NA,NA,48.6432,0.312741,NA,16.29,NA,NA,245,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,528082,4948319,44.68769595,-68.64562203,n/a,None known,n/a
4314,Mud Pond,Bucksport,35,1.4000000000000001,NA,NA,413.4672,1.58301,4.54,11.120000000000001,NA,NA,169,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,522165,4947318,44.67889273,-68.7203281,n/a,None known,n/a
4316,Long Pond,Bucksport,160,3.5,18,29,2200.512326,18.976815,22.5,17.56,MESO,no dam,63,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,525165,4945006,44.65797535,-68.68259378,Average,None known,Warmwater
4318,Hancock Pond,Bucksport,62,1.5,17,25,867.7712582,1.258686,1.44,1.78,EUTRO,no dam,100,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,523477,4941379,44.62538121,-68.70405155,Below average,None known,Coldwater + Warmwater
4321,Thurston Pond,Bucksport,129,2.8000000000000003,11,25,1429.736338,1.945944,2.46,2.02,MESO,surface increased <50%,226,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,521731,4945717,44.66448452,-68.72588068,Average,None known,Warmwater
4322,Jacob Buck Pond,Bucksport,182,2.8000000000000003,22,52,3446.556618,2.293434,2.56,0.74,MESO,no dam,205,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Brewer Lake,Hancock,520250,4943657,44.64598994,-68.74464042,Above average,None known,Coldwater + Warmwater
4324,Little Duck Pond,Ellsworth,59,1.4000000000000001,NA,NA,583.7184,0.795366,0.81,1.86,NA,NA,170,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,537630,4944009,44.64845287,-68.5254431,n/a,None known,n/a
4325,Blanchard Pond,Cumberland,1,0.2,NA,NA,NA,NA,0.31,NA,NA,NA,150,PRESUMPSCOT,PRESUMPSCOT,Presumpscot River,106000103,Cumberland Center,Cumberland,398161,4850652,43.80192567,-70.26600953,n/a,None known,n/a
4326,Little Rocky Pond,"Dedham, Ellsworth",62,1.5,NA,22,608.04,1.31274,1.58,2.7600000000000002,MESO,no dam,226,UNION,LOWER UNION,Graham Lake,105000212,Green Lake,Hancock,536319,4943996,44.64840611,-68.54197935,n/a,None known,Warmwater
4328,Branch Lake,Ellsworth,2942,26.5,39,124,87557.76,23.393799,30.1,0.41000000000000003,MESO,surface increased <50%,238,UNION,LOWER UNION,Union River Bay,105000213,Branch Lake,Hancock,534966,4938042,44.59487811,-68.55944816,Above average,None known,Coldwater + Warmwater
4330,Rocky Pond,Orland,152,2.5,11,14,1332.121678,1.77606,2.05,1.82,EUTRO,no dam,312,UNION,LOWER UNION,Union River Bay,105000213,Branch Lake,Hancock,531923,4937278,44.58813332,-68.5978356,n/a,None known,Warmwater
4332,Craig Pond,Orland,229,3.4,36,69,7374.247586,0.930501,1.22,0.21,OLIGO,surface increased <50%,215,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Orland,Hancock,526404,4936703,44.58318049,-68.6673929,Above average,None known,Coldwater
4334,Hothole Pond,Orland,54,1.2,12,23,510.7536,9.301149,9.12,21.55,NA,NA,29,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Orland,Hancock,526226,4940378,44.61627244,-68.66944305,n/a,None known,Coldwater + Warmwater
4336,Alamoosook Lake,Orland,997,9.2,16,28,15297.92482,20.409246,NA,7.0600000000000005,MESO,surface increased <50%,21,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Orland,Hancock,523800,4936321,44.57983964,-68.70021337,Average,None known,Coldwater + Warmwater
4338,Heart Pond,Orland,73,1.6,32,69,1892.478694,0.853281,0.93,0.58,OLIGO,no dam,175,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Orland,Hancock,526823,4935028,44.56808952,-68.66220287,n/a,None known,Coldwater
4340,Toddy Pond,"Blue Hill, Orland, Penobscot, Surry",2408,31.3,27,122,49988.9952,17.196894,25.2,0.6,MESO,surface increased <50%,165,PENOBSCOT,LOWER PENOBSCOT,Penobscot River (6),102000513,Branch Lake,Hancock,530121,4930676,44.52877864,-68.62092742,Above average,None known,Coldwater + Warmwater
4342,Upper Patten Pond,"Ellsworth, Orland, Surry",338,5.4,13,32,4267.758417,6.092658,6.82,2.03,MESO,no dam,164,COASTAL,COASTAL,Union River Bay,105000213,Branch Lake,Hancock,532256,4933742,44.55628984,-68.59386434,n/a,None known,Warmwater
4344,Lower Patten Pond,"Ellsworth, Surry",849,12.9,24,87,19737.32636,7.741305,16.1,1.02,MESO,surface increased <50%,135,COASTAL,COASTAL,Union River Bay,105000213,Branch Lake,Hancock,536264,4932277,44.54291477,-68.54349697,Average,None known,Coldwater + Warmwater
4346,Webb Pond,"Eastbrook, Waltham",950,8,10,26,8314.484646,12.610026,33.5,4.76,MESO,no dam,133,UNION,EAST BRANCH UNION,Graham Lake,105000212,Eastbrook,Hancock,556707,4946514,44.6697527,-68.28460341,n/a,None known,Warmwater
4348,Little Webb Pond,Waltham,81,1.4000000000000001,NA,13,NA,NA,35.8,NA,EUTRO,no dam,133,UNION,LOWER UNION,Graham Lake,105000212,Eastbrook,Hancock,553994,4948621,44.68892851,-68.31860412,n/a,None known,Warmwater
4350,Graham Lake,"Ellsworth, Mariaville, Waltham, T8 SD",9383,89.8,17,47,105603.2376,48.563658,499,4.06,EUTRO,surface increased >50%,106,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,548110,4944238,44.6498916,-68.39326604,Below average,None known,Warmwater
4352,Beech Hill Pond,Otis,1422,12.1,44,104,51967.152,7.772193,0.79,0.23,OLIGO,surface increased <50%,199,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,542778,4948653,44.68997257,-68.46014325,Above average,None known,Coldwater + Warmwater
4354,Little Burnt Pond,Otis,71,1.9000000000000001,11,25,610.2552924,0.749034,NA,1.68,OLIGO,no dam,230,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,540850,4948023,44.68441726,-68.48451967,n/a,None known,Warmwater
4356,Muddy Pond,Otis,6,0.6,NA,NA,72.9648,0.509652,0.66,8.76,NA,NA,280,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,540995,4946350,44.66934947,-68.48282246,n/a,None known,n/a
4358,Rocky Pond,Otis,96,1.9000000000000001,21,38,1597.607913,2.258685,12.4,8.98,MESO,no dam,206,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,540090,4947506,44.67979904,-68.49415103,n/a,None known,Warmwater
4360,Youngs Pond,Otis,15,0.6,13,27,113.2059411,0.366795,0.1,4.13,MESO,no dam,260,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,543762,4951620,44.71662525,-68.44747458,n/a,None known,Coldwater
4362,Rile Pond,Otis,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,205,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,544547,4952074,44.7206591,-68.43752439,n/a,None known,n/a
4364,Morrison Pond,Otis,7,0.4,NA,NA,75.396960000000007,0.173745,0.03,3.0300000000000002,NA,NA,250,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,542214,4953611,44.73463384,-68.46684718,n/a,None known,Warmwater
4368,Buggy Pond,Otis,4,0.3,8,13,NA,NA,NA,NA,NA,NA,390,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,540119,4955200,44.74906325,-68.49318281,n/a,None known,n/a
4370,Floods Pond,Otis,635,8.8,41,147,25943.04,4.320459,8.38,0.38,MESO,surface increased <50%,298,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,539980,4954370,44.74159988,-68.49500297,Above average,None known,Coldwater
4372,Wormwood Pond,Ellsworth,13,0.7000000000000001,NA,NA,127.931616,2.131272,2.14,20.32,NA,NA,224,UNION,LOWER UNION,Graham Lake,105000212,Beech Hill Pond,Hancock,543719,4944827,44.65547001,-68.44859025,n/a,None known,n/a
4374,Simmons Pond,Hancock,13,0.6,11,27,65.31752146,0.100386,0.1,2.3,MESO,no dam,185,COASTAL,COASTAL,Lamoine Coastal,105000214,Ellsworth,Hancock,548617,4934039,44.5580455,-68.38784487,n/a,None known,Coldwater
4376,Bog Pond,Ellsworth,6,0.5,NA,NA,NA,NA,0.13,NA,NA,NA,300,UNION,LOWER UNION,Union River Bay,105000213,Ellsworth,Hancock,540679,4937809,44.59248,-68.48748641,n/a,None known,n/a
4378,Great Pond,Franklin,234,3.2,12,24,2570.269962,10.544391,10.3,5.44,MESO,no dam,52,COASTAL,COASTAL,Lamoine Coastal,105000214,Hancock,Hancock,556953,4938982,44.60193088,-68.28233513,Below average,None known,Warmwater
4379,Mill Pond,Franklin,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,45,COASTAL,COASTAL,Lamoine Coastal,105000214,Hancock,Hancock,558722,4938269,44.59536615,-68.26012633,n/a,None known,n/a
4380,Bogus Meadow,T7 SD,24,2.6,NA,NA,243.216,1.223937,1.08,6.98,NA,NA,110,COASTAL,COASTAL,Lamoine Coastal,105000214,Tunk Lake,Hancock,577290,4931470,44.53241872,-68.02723696,n/a,None known,Coldwater
4382,Little Round Pond,T7 SD,11,0.5,NA,NA,121.608,0.111969,0.18,1.46,NA,NA,309,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,573577,4933749,44.55331622,-68.07363135,n/a,None known,n/a
4384,Barbless Pond,T7 SD,12,0.7000000000000001,NA,NA,97.2864,0.339768,0.46,6.76,NA,NA,229,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,573620,4934687,44.56175753,-68.0729565,n/a,None known,n/a
4386,Little Tunk Pond,Sullivan,143,1.9000000000000001,18,24,1608.363492,1.77606,2.01,1.6500000000000001,MESO,surface increased <50%,233,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,571044,4935106,44.56578522,-68.10533023,n/a,None known,Coldwater
4388,Flanders Pond,Sullivan,535,7.3,14,32,6512.486114,6.903468,6.29,1.58,MESO,no dam,122,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,568744,4932889,44.54605698,-68.13458623,n/a,None known,Coldwater + Warmwater
4389,Quarry Pond,Franklin,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,Lamoine Coastal,105000214,Sullivan,Hancock,560702,4933901,44.55588235,-68.23570376,n/a,None known,n/a
4390,Long Pond,Sullivan,59,3,21,57,943.3527381,0.289575,0.38,0.52,OLIGO,surface increased <50%,243,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,565939,4931506,44.53386952,-68.170073059999993,n/a,None known,Coldwater
4392,Basin Pond,Sullivan,7,0.4,NA,NA,58.37184,0.305019,0.21,7.23,NA,NA,170,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,565391,4931461,44.53350962,-68.17697929,n/a,None known,n/a
4394,Morancy Pond,"Sullivan, T7 SD",64,2.7,9,14,451.2690468,2.691117,2.59,12.540000000000001,MESO,no dam,89,COASTAL,COASTAL,Lamoine Coastal,105000214,Tunk Lake,Hancock,570592,4929033,44.5111612,-68.11185308,n/a,None known,Warmwater
4396,West Bay Pond,"Gouldsboro, T7 SD",226,7.5,5,10,1014.624836,5.378373,7.45,8.96,EUTRO,surface increased <50%,91,COASTAL,COASTAL,Lamoine Coastal,105000214,Tunk Lake,Hancock,574346,4929665,44.51647368,-68.06454211,n/a,None known,Coldwater + Warmwater
4398,Little Muckleberry Pd,T7 SD,6,0.5,NA,NA,72.9648,0.803088,0.27,15.07,NA,NA,251,COASTAL,TUNK,Lamoine Coastal,105000214,Tunk Lake,Hancock,573711,4931914,44.53678335,-68.07221031,n/a,None known,No fishery
4400,Schoodic Bog,Sullivan,14,0.8,NA,NA,NA,NA,NA,NA,NA,NA,190,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,566956,4934520,44.56090444,-68.15688279,n/a,None known,n/a
4402,Little Pond,Franklin,35,1.4000000000000001,NA,NA,340.5024,0.413127,0.42,1.76,NA,no dam,238,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,565892,4936217,44.57628261,-68.17005915,n/a,None known,Coldwater
4404,Duck Pond,Franklin,46,1.4000000000000001,11,21,450.4903502,1.254825,1.42,3.86,MESO,no dam,175,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,564866,4939750,44.608174,-68.18253724,n/a,None known,Warmwater
4406,George's Pond,Franklin,358,4.4,16,45,4969.087724,1.185327,1.72,0.45,MESO,no dam,165,UNION,EAST BRANCH UNION,Graham Lake,105000212,Sullivan,Hancock,560267,4940331,44.61380305,-68.24042794,Below average,None known,Coldwater + Warmwater
4408,Otter Bog Pond,T9 SD,11,1.1,NA,NA,121.608,0.420849,0.75,10.58,NA,NA,200,COASTAL,COASTAL,Lamoine Coastal,105000214,Molasses Pond,Hancock,568001,4941680,44.62526018,-68.14278514,n/a,None known,n/a
4410,Clark Pond,Franklin,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,175,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,561737,4934862,44.56445039,-68.22255891,n/a,None known,n/a
4412,Donnell Pond,"Franklin, T9 SD",1138,15.3,33,119,37406.76827,9.447867,14.9,0.57,MESO,surface increased <50%,120,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,567388,4938564,44.59726962,-68.15091762,n/a,None known,Coldwater + Warmwater
4414,Narraguagus Lake,"T9 SD, T10 SD, T16 MD",479,7.4,16,34,4139.633687,8.540532,8.9,2.9,MESO,no dam,215,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Molasses Pond,Hancock,567849,4945180,44.65678047,-68.14422782,n/a,None known,Coldwater
4416,Myrick Lake,T10 SD,44,1.9000000000000001,6,12,179.2973759,3.857139,4.73,32.96,MESO,no dam,237,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,573106,4944991,44.65455573,-68.07796273,n/a,None known,Coldwater
4418,Tilden Pond,T10 SD,38,1.1,16,35,530.691718,0.204633,0.26,0.66,MESO,no dam,227,COASTAL,TUNK,Tunk Stream,105000210,Tunk Mtn,Hancock,573611,4942833,44.63508465,-68.07190969,n/a,None known,Remote
4420,Mud Pond,T10 SD,4,0.3,NA,NA,48.6432,0.316602,0.25,8.89,MESO,NA,335,COASTAL,TUNK,Tunk Stream,105000210,Tunk Mtn,Hancock,572287,4942683,44.63387054,-68.08861094,n/a,None known,n/a
4422,Salmon Pond,T10 SD,6,0.4,NA,35,82.59396466,0.034749,0.05,0.75,MESO,no dam,295,COASTAL,TUNK,Tunk Stream,105000210,Tunk Mtn,Hancock,572582,4942578,44.63288877,-68.08490961,n/a,None known,Coldwater
4424,Little Long Pond,T10 SD,60,1.9000000000000001,27,83,1174.900694,0.451737,0.91,1.03,OLIGO,no dam,235,COASTAL,TUNK,Tunk Stream,105000210,Tunk Mtn,Hancock,573160,4943147,44.63795641,-68.07755035,n/a,None known,Remote
4426,Anderson Pond,T10 SD,12,0.6,NA,21,111.87936,0.17760600000000001,0.08,2.32,NA,no dam,213,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,574593,4944230,44.6475541,-68.05932221,n/a,None known,Warmwater
4428,Downing Pond,"T10 SD, Cherryfield",6,0.6,NA,NA,NA,NA,29.3,NA,NA,NA,143,NARRAGUAGUS,LOWER NARRAGUAGUS,Tunk Stream,105000210,Cherryfield,Hancock,579570,4940640,44.61470803,-67.99712596,n/a,None known,No fishery
4430,Long Pond,T10 SD,218,4.1,14,28,2481.257284,0.999999,3.3200000000000003,0.71,MESO,surface increased <50%,178,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,577957,4938996,44.60008515,-68.01769644,n/a,None known,Coldwater
4432,Spring River Lake,T10 SD,664,10.4,14,28,8119.447628,3.841695,18.8,3.14,MESO,no dam,187,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,575310,4941295,44.62105935,-68.05071707,n/a,None known,Coldwater
4434,Tunk Lake,"Sullivan, T7 SD, T10 SD",2071,15.700000000000001,71,222,138665.5772,8.138988,13.9,0.14,OLIGO,no dam,208,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,573729,4937354,44.58575732,-68.07120065,Above average,None known,Coldwater
4436,Rainbow Pond,T10 SD,16,0.6,NA,15,120.5367146,0.138996,0.61,1.78,MESO,no dam,334,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,571502,4939318,44.60365637,-68.09898319,n/a,None known,Remote
4438,Fox Pond,T10 SD,73,2.3,13,29,784.2550995,1.513512,1.44,2.73,MESO,no dam,201,COASTAL,COASTAL,Lamoine Coastal,105000214,Tunk Mtn,Hancock,570424,4941777,44.62590053,-68.1122205,n/a,None known,Coldwater
4440,Shillalah Pond,T10 SD,28,1.7,NA,NA,218.8944,1.393821,2.9,24.66,NA,NA,140,COASTAL,TUNK,Lamoine Coastal,105000214,Sullivan,Hancock,568946,4940663,44.61601424,-68.13100122,n/a,None known,n/a
